id,sub detector,depth,ieta,iphi
1126186021,1,2,-15,37
1126186022,1,2,-15,38
1126186023,1,2,-15,39
1126186024,1,2,-15,40
1126186025,1,2,-15,41
1126186026,1,2,-15,42
1126186027,1,2,-15,43
1126186028,1,2,-15,44
1126186029,1,2,-15,45
1126186030,1,2,-15,46
1126186031,1,2,-15,47
1126186032,1,2,-15,48
1126186033,1,2,-15,49
1126186034,1,2,-15,50
1126186035,1,2,-15,51
1126186036,1,2,-15,52
1126186037,1,2,-15,53
1126186038,1,2,-15,54
1126186039,1,2,-15,55
1126186040,1,2,-15,56
1126186041,1,2,-15,57
1126186042,1,2,-15,58
1126186043,1,2,-15,59
1126186044,1,2,-15,60
1126186045,1,2,-15,61
1126186046,1,2,-15,62
1126186047,1,2,-15,63
1126186048,1,2,-15,64
1126186049,1,2,-15,65
1126186050,1,2,-15,66
1126186051,1,2,-15,67
1126186052,1,2,-15,68
1126186053,1,2,-15,69
1126186054,1,2,-15,70
1126186055,1,2,-15,71
1126186056,1,2,-15,72
1126187009,1,2,-16,1
1126187010,1,2,-16,2
1126187011,1,2,-16,3
1126187012,1,2,-16,4
1126187013,1,2,-16,5
1126187014,1,2,-16,6
1126187015,1,2,-16,7
1126187016,1,2,-16,8
1126187017,1,2,-16,9
1126187018,1,2,-16,10
1126187019,1,2,-16,11
1126187020,1,2,-16,12
1126187021,1,2,-16,13
1126187022,1,2,-16,14
1126187023,1,2,-16,15
1126187024,1,2,-16,16
1126187025,1,2,-16,17
1126187026,1,2,-16,18
1126187027,1,2,-16,19
1126187028,1,2,-16,20
1126187029,1,2,-16,21
1126187030,1,2,-16,22
1126187031,1,2,-16,23
1126187032,1,2,-16,24
1126187033,1,2,-16,25
1126187034,1,2,-16,26
1126187035,1,2,-16,27
1126187036,1,2,-16,28
1126187037,1,2,-16,29
1126187038,1,2,-16,30
1126187039,1,2,-16,31
1126187040,1,2,-16,32
1126187041,1,2,-16,33
1126187042,1,2,-16,34
1126187043,1,2,-16,35
1126187044,1,2,-16,36
1126187045,1,2,-16,37
1126187046,1,2,-16,38
1126187047,1,2,-16,39
1126187048,1,2,-16,40
1126187049,1,2,-16,41
1126187050,1,2,-16,42
1126187051,1,2,-16,43
1126187052,1,2,-16,44
1126187053,1,2,-16,45
1126187054,1,2,-16,46
1126187055,1,2,-16,47
1126187056,1,2,-16,48
1126187057,1,2,-16,49
1126187058,1,2,-16,50
1126187059,1,2,-16,51
1126187060,1,2,-16,52
1126187061,1,2,-16,53
1126187062,1,2,-16,54
1126187063,1,2,-16,55
1126187064,1,2,-16,56
1126187065,1,2,-16,57
1126187066,1,2,-16,58
1126187067,1,2,-16,59
1126187068,1,2,-16,60
1126187069,1,2,-16,61
1126187070,1,2,-16,62
1126187071,1,2,-16,63
1126187072,1,2,-16,64
1126187073,1,2,-16,65
1126187074,1,2,-16,66
1126187075,1,2,-16,67
1126187076,1,2,-16,68
1126187077,1,2,-16,69
1126187078,1,2,-16,70
1126187079,1,2,-16,71
1126187080,1,2,-16,72
1126710273,1,2,15,1
1126710274,1,2,15,2
1126710275,1,2,15,3
1126710276,1,2,15,4
1126710277,1,2,15,5
1126710278,1,2,15,6
1126710279,1,2,15,7
1126710280,1,2,15,8
1126710281,1,2,15,9
1126710282,1,2,15,10
1126710283,1,2,15,11
1126710284,1,2,15,12
1126710285,1,2,15,13
1126710286,1,2,15,14
1126710287,1,2,15,15
1126710288,1,2,15,16
1126710289,1,2,15,17
1126710290,1,2,15,18
1126710291,1,2,15,19
1126710292,1,2,15,20
1126710293,1,2,15,21
1126710294,1,2,15,22
1126710295,1,2,15,23
1126710296,1,2,15,24
1126710297,1,2,15,25
1126710298,1,2,15,26
1126710299,1,2,15,27
1126710300,1,2,15,28
1126710301,1,2,15,29
1126710302,1,2,15,30
1126710303,1,2,15,31
1126710304,1,2,15,32
1126710305,1,2,15,33
1126710306,1,2,15,34
1126710307,1,2,15,35
1126710308,1,2,15,36
1126710309,1,2,15,37
1126710310,1,2,15,38
1126710311,1,2,15,39
1126710312,1,2,15,40
1126710313,1,2,15,41
1126710314,1,2,15,42
1126710315,1,2,15,43
1126710316,1,2,15,44
1126710317,1,2,15,45
1126710318,1,2,15,46
1126710319,1,2,15,47
1126710320,1,2,15,48
1126710321,1,2,15,49
1126710322,1,2,15,50
1126710323,1,2,15,51
1126710324,1,2,15,52
1126710325,1,2,15,53
1126710326,1,2,15,54
1126710327,1,2,15,55
1126710328,1,2,15,56
1126710329,1,2,15,57
1126710330,1,2,15,58
1126710331,1,2,15,59
1126710332,1,2,15,60
1126710333,1,2,15,61
1126710334,1,2,15,62
1126710335,1,2,15,63
1126710336,1,2,15,64
1126710337,1,2,15,65
1126710338,1,2,15,66
1126710339,1,2,15,67
1126710340,1,2,15,68
1126710341,1,2,15,69
1126710342,1,2,15,70
1126710343,1,2,15,71
1126710344,1,2,15,72
1126711297,1,2,16,1
1126711298,1,2,16,2
1126711299,1,2,16,3
1126711300,1,2,16,4
1126711301,1,2,16,5
1126711302,1,2,16,6
1126711303,1,2,16,7
1126711304,1,2,16,8
1126711305,1,2,16,9
1126711306,1,2,16,10
1126711307,1,2,16,11
1126711308,1,2,16,12
1126711309,1,2,16,13
1126711310,1,2,16,14
1126711311,1,2,16,15
1126711312,1,2,16,16
1126711313,1,2,16,17
1126711314,1,2,16,18
1126711315,1,2,16,19
1126711316,1,2,16,20
1126711317,1,2,16,21
1126711318,1,2,16,22
1126711319,1,2,16,23
1126711320,1,2,16,24
1126711321,1,2,16,25
1126711322,1,2,16,26
1126711323,1,2,16,27
1126711324,1,2,16,28
1126711325,1,2,16,29
1126711326,1,2,16,30
1126711327,1,2,16,31
1126711328,1,2,16,32
1126711329,1,2,16,33
1126711330,1,2,16,34
1126711331,1,2,16,35
1126711332,1,2,16,36
1126711333,1,2,16,37
1126711334,1,2,16,38
1126711335,1,2,16,39
1126711336,1,2,16,40
1126711337,1,2,16,41
1126711338,1,2,16,42
1126711339,1,2,16,43
1126711340,1,2,16,44
1126711341,1,2,16,45
1126711342,1,2,16,46
1126711343,1,2,16,47
1126711344,1,2,16,48
1126711345,1,2,16,49
1126711346,1,2,16,50
1126711347,1,2,16,51
1126711348,1,2,16,52
1126711349,1,2,16,53
1126711350,1,2,16,54
1126711351,1,2,16,55
1126711352,1,2,16,56
1126711353,1,2,16,57
1126711354,1,2,16,58
1126711355,1,2,16,59
1126711356,1,2,16,60
1126711357,1,2,16,61
1126711358,1,2,16,62
1126711359,1,2,16,63
1126711360,1,2,16,64
1126711361,1,2,16,65
1126711362,1,2,16,66
1126711363,1,2,16,67
1126711364,1,2,16,68
1126711365,1,2,16,69
1126711366,1,2,16,70
1126711367,1,2,16,71
1126711368,1,2,16,72
1158695937,2,1,-19,1
1158695938,2,1,-19,2
1158695939,2,1,-19,3
1158695940,2,1,-19,4
1158695941,2,1,-19,5
1158695942,2,1,-19,6
1158695943,2,1,-19,7
1158695944,2,1,-19,8
1158695945,2,1,-19,9
1158695946,2,1,-19,10
1158695947,2,1,-19,11
1158695948,2,1,-19,12
1158695949,2,1,-19,13
1158695950,2,1,-19,14
1158695951,2,1,-19,15
1158695952,2,1,-19,16
1158695953,2,1,-19,17
1158695954,2,1,-19,18
1158695955,2,1,-19,19
1158695956,2,1,-19,20
1158695957,2,1,-19,21
1158695958,2,1,-19,22
1158695959,2,1,-19,23
1158695960,2,1,-19,24
1158695961,2,1,-19,25
1158695962,2,1,-19,26
1158695963,2,1,-19,27
1158695964,2,1,-19,28
1158695965,2,1,-19,29
1158695966,2,1,-19,30
1158695967,2,1,-19,31
1158695968,2,1,-19,32
1158695969,2,1,-19,33
1158695970,2,1,-19,34
1158695971,2,1,-19,35
1158695972,2,1,-19,36
1158695973,2,1,-19,37
1158695974,2,1,-19,38
1158695975,2,1,-19,39
1158695976,2,1,-19,40
1158695977,2,1,-19,41
1158695978,2,1,-19,42
1158695979,2,1,-19,43
1158695980,2,1,-19,44
1158695981,2,1,-19,45
1158695982,2,1,-19,46
1158695983,2,1,-19,47
1158695984,2,1,-19,48
1158695985,2,1,-19,49
1158695986,2,1,-19,50
1158695987,2,1,-19,51
1158695988,2,1,-19,52
1158695989,2,1,-19,53
1158695990,2,1,-19,54
1158695991,2,1,-19,55
1158695992,2,1,-19,56
1158695993,2,1,-19,57
1158695994,2,1,-19,58
1158695995,2,1,-19,59
1158695996,2,1,-19,60
1158695997,2,1,-19,61
1158695998,2,1,-19,62
1158695999,2,1,-19,63
1158696000,2,1,-19,64
1158696001,2,1,-19,65
1158696002,2,1,-19,66
1158696003,2,1,-19,67
1158696004,2,1,-19,68
1158696005,2,1,-19,69
1158696006,2,1,-19,70
1158696007,2,1,-19,71
1158696008,2,1,-19,72
1158696961,2,1,-20,1
1158696962,2,1,-20,2
1158696963,2,1,-20,3
1158696964,2,1,-20,4
1158696965,2,1,-20,5
1158696966,2,1,-20,6
1158696967,2,1,-20,7
1158696968,2,1,-20,8
1158696969,2,1,-20,9
1158696970,2,1,-20,10
1158696971,2,1,-20,11
1158696972,2,1,-20,12
1158696973,2,1,-20,13
1158696974,2,1,-20,14
1158696975,2,1,-20,15
1158696976,2,1,-20,16
1158696977,2,1,-20,17
1158696978,2,1,-20,18
1158696979,2,1,-20,19
1158696980,2,1,-20,20
1158696981,2,1,-20,21
1158696982,2,1,-20,22
1158696983,2,1,-20,23
1158696984,2,1,-20,24
1158696985,2,1,-20,25
1158696986,2,1,-20,26
1158696987,2,1,-20,27
1158696988,2,1,-20,28
1158696989,2,1,-20,29
1158696990,2,1,-20,30
1158696991,2,1,-20,31
1158696992,2,1,-20,32
1158696993,2,1,-20,33
1158696994,2,1,-20,34
1158696995,2,1,-20,35
1158696996,2,1,-20,36
1158696997,2,1,-20,37
1158696998,2,1,-20,38
1158696999,2,1,-20,39
1158697000,2,1,-20,40
1158697001,2,1,-20,41
1158697002,2,1,-20,42
1158697003,2,1,-20,43
1158697004,2,1,-20,44
1158697005,2,1,-20,45
1158697006,2,1,-20,46
1158697007,2,1,-20,47
1158697008,2,1,-20,48
1158697009,2,1,-20,49
1158697010,2,1,-20,50
1158697011,2,1,-20,51
1158697012,2,1,-20,52
1158697013,2,1,-20,53
1158697014,2,1,-20,54
1158697015,2,1,-20,55
1158697016,2,1,-20,56
1158697017,2,1,-20,57
1158697018,2,1,-20,58
1158697019,2,1,-20,59
1158697020,2,1,-20,60
1158697021,2,1,-20,61
1158697022,2,1,-20,62
1158697023,2,1,-20,63
1158697024,2,1,-20,64
1158697025,2,1,-20,65
1158697026,2,1,-20,66
1158697027,2,1,-20,67
1158697028,2,1,-20,68
1158697029,2,1,-20,69
1158697030,2,1,-20,70
1158697031,2,1,-20,71
1158697032,2,1,-20,72
1158697985,2,1,-21,1
1158697987,2,1,-21,3
1158697989,2,1,-21,5
1158697991,2,1,-21,7
1158697993,2,1,-21,9
1158697995,2,1,-21,11
1158697997,2,1,-21,13
1158697999,2,1,-21,15
1158698001,2,1,-21,17
1158698003,2,1,-21,19
1158698005,2,1,-21,21
1158698007,2,1,-21,23
1158698009,2,1,-21,25
1158698011,2,1,-21,27
1158698013,2,1,-21,29
1158698015,2,1,-21,31
1158698017,2,1,-21,33
1158698019,2,1,-21,35
1158698021,2,1,-21,37
1158698023,2,1,-21,39
1158698025,2,1,-21,41
1158698027,2,1,-21,43
1158698029,2,1,-21,45
1158698031,2,1,-21,47
1158698033,2,1,-21,49
1158698035,2,1,-21,51
1158698037,2,1,-21,53
1158698039,2,1,-21,55
1158698041,2,1,-21,57
1158698043,2,1,-21,59
1158698045,2,1,-21,61
1158698047,2,1,-21,63
1158698049,2,1,-21,65
1158698051,2,1,-21,67
1158698053,2,1,-21,69
1158698055,2,1,-21,71
1158699009,2,1,-22,1
1158699011,2,1,-22,3
1158699013,2,1,-22,5
1158699015,2,1,-22,7
1158699017,2,1,-22,9
1158699019,2,1,-22,11
1158699021,2,1,-22,13
1158699023,2,1,-22,15
1158699025,2,1,-22,17
1158699027,2,1,-22,19
1158699029,2,1,-22,21
1158699031,2,1,-22,23
1158699033,2,1,-22,25
1158699035,2,1,-22,27
1158699037,2,1,-22,29
1158699039,2,1,-22,31
1158699041,2,1,-22,33
1158699043,2,1,-22,35
1158699045,2,1,-22,37
1158699047,2,1,-22,39
1158699049,2,1,-22,41
1158699051,2,1,-22,43
1158699053,2,1,-22,45
1158699055,2,1,-22,47
1158699057,2,1,-22,49
1158699059,2,1,-22,51
1158699061,2,1,-22,53
1158699063,2,1,-22,55
1158699065,2,1,-22,57
1158699067,2,1,-22,59
1158699069,2,1,-22,61
1158699071,2,1,-22,63
1158699073,2,1,-22,65
1158699075,2,1,-22,67
1158699077,2,1,-22,69
1158699079,2,1,-22,71
1158700033,2,1,-23,1
1158700035,2,1,-23,3
1158700037,2,1,-23,5
1158700039,2,1,-23,7
1158700041,2,1,-23,9
1158700043,2,1,-23,11
1158700045,2,1,-23,13
1158700047,2,1,-23,15
1158700049,2,1,-23,17
1158700051,2,1,-23,19
1158700053,2,1,-23,21
1158700055,2,1,-23,23
1158700057,2,1,-23,25
1158700059,2,1,-23,27
1158700061,2,1,-23,29
1158700063,2,1,-23,31
1158700065,2,1,-23,33
1158700067,2,1,-23,35
1158700069,2,1,-23,37
1158700071,2,1,-23,39
1158700073,2,1,-23,41
1158700075,2,1,-23,43
1158700077,2,1,-23,45
1158700079,2,1,-23,47
1158700081,2,1,-23,49
1158700083,2,1,-23,51
1158700085,2,1,-23,53
1158700087,2,1,-23,55
1158700089,2,1,-23,57
1158700091,2,1,-23,59
1158700093,2,1,-23,61
1158700095,2,1,-23,63
1158700097,2,1,-23,65
1158700099,2,1,-23,67
1158700101,2,1,-23,69
1158700103,2,1,-23,71
1158701057,2,1,-24,1
1158701059,2,1,-24,3
1158701061,2,1,-24,5
1158701063,2,1,-24,7
1158701065,2,1,-24,9
1158701067,2,1,-24,11
1158701069,2,1,-24,13
1158701071,2,1,-24,15
1158701073,2,1,-24,17
1158701075,2,1,-24,19
1158701077,2,1,-24,21
1158701079,2,1,-24,23
1158701081,2,1,-24,25
1158701083,2,1,-24,27
1158701085,2,1,-24,29
1158701087,2,1,-24,31
1158701089,2,1,-24,33
1158701091,2,1,-24,35
1158701093,2,1,-24,37
1158701095,2,1,-24,39
1158701097,2,1,-24,41
1158701099,2,1,-24,43
1158701101,2,1,-24,45
1158701103,2,1,-24,47
1158701105,2,1,-24,49
1158701107,2,1,-24,51
1158701109,2,1,-24,53
1158701111,2,1,-24,55
1158701113,2,1,-24,57
1158701115,2,1,-24,59
1158701117,2,1,-24,61
1158701119,2,1,-24,63
1158701121,2,1,-24,65
1158701123,2,1,-24,67
1158701125,2,1,-24,69
1158701127,2,1,-24,71
1158702081,2,1,-25,1
1158702083,2,1,-25,3
1158702085,2,1,-25,5
1158702087,2,1,-25,7
1158702089,2,1,-25,9
1158702091,2,1,-25,11
1158702093,2,1,-25,13
1158702095,2,1,-25,15
1158702097,2,1,-25,17
1158702099,2,1,-25,19
1158702101,2,1,-25,21
1158702103,2,1,-25,23
1158702105,2,1,-25,25
1158702107,2,1,-25,27
1158702109,2,1,-25,29
1158702111,2,1,-25,31
1158702113,2,1,-25,33
1158702115,2,1,-25,35
1158702117,2,1,-25,37
1158702119,2,1,-25,39
1158702121,2,1,-25,41
1158702123,2,1,-25,43
1158702125,2,1,-25,45
1158702127,2,1,-25,47
1158702129,2,1,-25,49
1158702131,2,1,-25,51
1158702133,2,1,-25,53
1158702135,2,1,-25,55
1158702137,2,1,-25,57
1158702139,2,1,-25,59
1158702141,2,1,-25,61
1158702143,2,1,-25,63
1158702145,2,1,-25,65
1158702147,2,1,-25,67
1158702149,2,1,-25,69
1158702151,2,1,-25,71
1158703105,2,1,-26,1
1158703107,2,1,-26,3
1158703109,2,1,-26,5
1158703111,2,1,-26,7
1158703113,2,1,-26,9
1158703115,2,1,-26,11
1158703117,2,1,-26,13
1158703119,2,1,-26,15
1158703121,2,1,-26,17
1158703123,2,1,-26,19
1158703125,2,1,-26,21
1158703127,2,1,-26,23
1158703129,2,1,-26,25
1158703131,2,1,-26,27
1158703133,2,1,-26,29
1158703135,2,1,-26,31
1158703137,2,1,-26,33
1158703139,2,1,-26,35
1158703141,2,1,-26,37
1158703143,2,1,-26,39
1158703145,2,1,-26,41
1158703147,2,1,-26,43
1158703149,2,1,-26,45
1158703151,2,1,-26,47
1158703153,2,1,-26,49
1158703155,2,1,-26,51
1158703157,2,1,-26,53
1158703159,2,1,-26,55
1158703161,2,1,-26,57
1158703163,2,1,-26,59
1158703165,2,1,-26,61
1158703167,2,1,-26,63
1158703169,2,1,-26,65
1158703171,2,1,-26,67
1158703173,2,1,-26,69
1158703175,2,1,-26,71
1158704129,2,1,-27,1
1158704131,2,1,-27,3
1158704133,2,1,-27,5
1158704135,2,1,-27,7
1158704137,2,1,-27,9
1158704139,2,1,-27,11
1158704141,2,1,-27,13
1158704143,2,1,-27,15
1158704145,2,1,-27,17
1158704147,2,1,-27,19
1158704149,2,1,-27,21
1158704151,2,1,-27,23
1158704153,2,1,-27,25
1158704155,2,1,-27,27
1158704157,2,1,-27,29
1158704159,2,1,-27,31
1158704161,2,1,-27,33
1158704163,2,1,-27,35
1158704165,2,1,-27,37
1158704167,2,1,-27,39
1158704169,2,1,-27,41
1158704171,2,1,-27,43
1158704173,2,1,-27,45
1158704175,2,1,-27,47
1158704177,2,1,-27,49
1158704179,2,1,-27,51
1158704181,2,1,-27,53
1158704183,2,1,-27,55
1158704185,2,1,-27,57
1158704187,2,1,-27,59
1158704189,2,1,-27,61
1158704191,2,1,-27,63
1158704193,2,1,-27,65
1158704195,2,1,-27,67
1158704197,2,1,-27,69
1158704199,2,1,-27,71
1158705153,2,1,-28,1
1158705155,2,1,-28,3
1158705157,2,1,-28,5
1158705159,2,1,-28,7
1158705161,2,1,-28,9
1158705163,2,1,-28,11
1158705165,2,1,-28,13
1158705167,2,1,-28,15
1158705169,2,1,-28,17
1158705171,2,1,-28,19
1158705173,2,1,-28,21
1158705175,2,1,-28,23
1158705177,2,1,-28,25
1158705179,2,1,-28,27
1158705181,2,1,-28,29
1158705185,2,1,-28,33
1158705187,2,1,-28,35
1158705189,2,1,-28,37
1158705191,2,1,-28,39
1158705193,2,1,-28,41
1158705195,2,1,-28,43
1158705197,2,1,-28,45
1158705199,2,1,-28,47
1158705201,2,1,-28,49
1158705203,2,1,-28,51
1158705205,2,1,-28,53
1158705207,2,1,-28,55
1158705209,2,1,-28,57
1158705211,2,1,-28,59
1158705213,2,1,-28,61
1158705215,2,1,-28,63
1158705217,2,1,-28,65
1158705219,2,1,-28,67
1158705221,2,1,-28,69
1158705223,2,1,-28,71
1158706177,2,1,-29,1
1158706179,2,1,-29,3
1158706181,2,1,-29,5
1158706183,2,1,-29,7
1158706185,2,1,-29,9
1158706187,2,1,-29,11
1158706189,2,1,-29,13
1158706191,2,1,-29,15
1158706193,2,1,-29,17
1158706195,2,1,-29,19
1158706197,2,1,-29,21
1158706199,2,1,-29,23
1158706201,2,1,-29,25
1158706203,2,1,-29,27
1158706205,2,1,-29,29
1158706209,2,1,-29,33
1158706211,2,1,-29,35
1158706213,2,1,-29,37
1158706215,2,1,-29,39
1158706217,2,1,-29,41
1158706219,2,1,-29,43
1158706221,2,1,-29,45
1158706223,2,1,-29,47
1158706225,2,1,-29,49
1158706227,2,1,-29,51
1158706229,2,1,-29,53
1158706231,2,1,-29,55
1158706233,2,1,-29,57
1158706235,2,1,-29,59
1158706237,2,1,-29,61
1158706239,2,1,-29,63
1158706241,2,1,-29,65
1158706243,2,1,-29,67
1158706245,2,1,-29,69
1158706247,2,1,-29,71
1159220225,2,1,19,1
1159220226,2,1,19,2
1159220227,2,1,19,3
1159220228,2,1,19,4
1159220229,2,1,19,5
1159220230,2,1,19,6
1159220231,2,1,19,7
1159220232,2,1,19,8
1159220233,2,1,19,9
1159220234,2,1,19,10
1159220235,2,1,19,11
1159220236,2,1,19,12
1159220237,2,1,19,13
1159220238,2,1,19,14
1159220239,2,1,19,15
1159220240,2,1,19,16
1159220241,2,1,19,17
1159220242,2,1,19,18
1159220243,2,1,19,19
1159220244,2,1,19,20
1159220245,2,1,19,21
1159220246,2,1,19,22
1159220247,2,1,19,23
1159220248,2,1,19,24
1159220249,2,1,19,25
1159220250,2,1,19,26
1159220251,2,1,19,27
1159220252,2,1,19,28
1159220253,2,1,19,29
1159220254,2,1,19,30
1159220255,2,1,19,31
1159220256,2,1,19,32
1159220257,2,1,19,33
1159220258,2,1,19,34
1159220259,2,1,19,35
1159220260,2,1,19,36
1159220261,2,1,19,37
1159220262,2,1,19,38
1159220263,2,1,19,39
1159220264,2,1,19,40
1159220265,2,1,19,41
1159220266,2,1,19,42
1159220267,2,1,19,43
1159220268,2,1,19,44
1159220269,2,1,19,45
1159220270,2,1,19,46
1159220271,2,1,19,47
1159220272,2,1,19,48
1159220273,2,1,19,49
1159220274,2,1,19,50
1159220275,2,1,19,51
1159220276,2,1,19,52
1159220277,2,1,19,53
1159220278,2,1,19,54
1159220279,2,1,19,55
1159220280,2,1,19,56
1159220281,2,1,19,57
1159220282,2,1,19,58
1159220283,2,1,19,59
1159220284,2,1,19,60
1159220285,2,1,19,61
1159220286,2,1,19,62
1159220287,2,1,19,63
1159220288,2,1,19,64
1159220289,2,1,19,65
1159220290,2,1,19,66
1159220291,2,1,19,67
1159220292,2,1,19,68
1159220293,2,1,19,69
1159220294,2,1,19,70
1159220295,2,1,19,71
1159220296,2,1,19,72
1159221249,2,1,20,1
1159221250,2,1,20,2
1159221251,2,1,20,3
1159221252,2,1,20,4
1159221253,2,1,20,5
1159221254,2,1,20,6
1159221255,2,1,20,7
1159221256,2,1,20,8
1159221257,2,1,20,9
1159221258,2,1,20,10
1159221259,2,1,20,11
1159221260,2,1,20,12
1159221261,2,1,20,13
1159221262,2,1,20,14
1159221263,2,1,20,15
1159221264,2,1,20,16
1159221265,2,1,20,17
1159221266,2,1,20,18
1159221267,2,1,20,19
1159221268,2,1,20,20
1159221269,2,1,20,21
1159221270,2,1,20,22
1159221271,2,1,20,23
1159221272,2,1,20,24
1159221273,2,1,20,25
1159221274,2,1,20,26
1159221275,2,1,20,27
1159221276,2,1,20,28
1159221277,2,1,20,29
1159221278,2,1,20,30
1159221279,2,1,20,31
1159221280,2,1,20,32
1159221281,2,1,20,33
1159221282,2,1,20,34
1159221283,2,1,20,35
1159221284,2,1,20,36
1159221285,2,1,20,37
1159221286,2,1,20,38
1159221287,2,1,20,39
1159221288,2,1,20,40
1159221289,2,1,20,41
1159221290,2,1,20,42
1159221291,2,1,20,43
1159221292,2,1,20,44
1159221293,2,1,20,45
1159221294,2,1,20,46
1159221295,2,1,20,47
1159221296,2,1,20,48
1159221297,2,1,20,49
1159221298,2,1,20,50
1159221299,2,1,20,51
1159221300,2,1,20,52
1159221301,2,1,20,53
1159221302,2,1,20,54
1159221303,2,1,20,55
1159221304,2,1,20,56
1159221305,2,1,20,57
1159221306,2,1,20,58
1159221307,2,1,20,59
1159221308,2,1,20,60
1159221309,2,1,20,61
1159221310,2,1,20,62
1159221311,2,1,20,63
1159221312,2,1,20,64
1159221313,2,1,20,65
1159221314,2,1,20,66
1159221315,2,1,20,67
1159221316,2,1,20,68
1159221317,2,1,20,69
1159221318,2,1,20,70
1159221319,2,1,20,71
1159221320,2,1,20,72
1159222273,2,1,21,1
1159222275,2,1,21,3
1159222277,2,1,21,5
1159222279,2,1,21,7
1159222281,2,1,21,9
1159222283,2,1,21,11
1159222285,2,1,21,13
1159222287,2,1,21,15
1159222289,2,1,21,17
1159222291,2,1,21,19
1159222293,2,1,21,21
1159222295,2,1,21,23
1159222297,2,1,21,25
1159222299,2,1,21,27
1159222301,2,1,21,29
1159222303,2,1,21,31
1159222305,2,1,21,33
1159222307,2,1,21,35
1159222309,2,1,21,37
1159222311,2,1,21,39
1159222313,2,1,21,41
1159222315,2,1,21,43
1159222317,2,1,21,45
1159222319,2,1,21,47
1159222321,2,1,21,49
1159222323,2,1,21,51
1159222325,2,1,21,53
1159222327,2,1,21,55
1159222329,2,1,21,57
1159222331,2,1,21,59
1159222333,2,1,21,61
1159222335,2,1,21,63
1159222337,2,1,21,65
1159222339,2,1,21,67
1159222341,2,1,21,69
1159222343,2,1,21,71
1159223297,2,1,22,1
1159223299,2,1,22,3
1159223301,2,1,22,5
1159223303,2,1,22,7
1159223305,2,1,22,9
1159223307,2,1,22,11
1159223309,2,1,22,13
1159223311,2,1,22,15
1159223313,2,1,22,17
1159223315,2,1,22,19
1159223317,2,1,22,21
1159223319,2,1,22,23
1159223321,2,1,22,25
1159223323,2,1,22,27
1159223325,2,1,22,29
1159223327,2,1,22,31
1159223329,2,1,22,33
1159223331,2,1,22,35
1159223333,2,1,22,37
1159223335,2,1,22,39
1159223337,2,1,22,41
1159223339,2,1,22,43
1159223341,2,1,22,45
1159223343,2,1,22,47
1159223345,2,1,22,49
1159223347,2,1,22,51
1159223349,2,1,22,53
1159223351,2,1,22,55
1159223353,2,1,22,57
1159223355,2,1,22,59
1159223357,2,1,22,61
1159223359,2,1,22,63
1159223361,2,1,22,65
1159223363,2,1,22,67
1159223365,2,1,22,69
1159223367,2,1,22,71
1159224321,2,1,23,1
1159224323,2,1,23,3
1159224325,2,1,23,5
1159224327,2,1,23,7
1159224329,2,1,23,9
1159224331,2,1,23,11
1159224333,2,1,23,13
1159224335,2,1,23,15
1159224337,2,1,23,17
1159224339,2,1,23,19
1159224341,2,1,23,21
1159224343,2,1,23,23
1159224345,2,1,23,25
1159224347,2,1,23,27
1159224349,2,1,23,29
1159224351,2,1,23,31
1159224353,2,1,23,33
1159224355,2,1,23,35
1159224357,2,1,23,37
1159224359,2,1,23,39
1159224361,2,1,23,41
1159224363,2,1,23,43
1159224365,2,1,23,45
1159224367,2,1,23,47
1159224369,2,1,23,49
1159224371,2,1,23,51
1159224373,2,1,23,53
1159224375,2,1,23,55
1159224377,2,1,23,57
1159224379,2,1,23,59
1159224381,2,1,23,61
1159224383,2,1,23,63
1159224385,2,1,23,65
1159224387,2,1,23,67
1159224389,2,1,23,69
1159224391,2,1,23,71
1159225345,2,1,24,1
1159225347,2,1,24,3
1159225349,2,1,24,5
1159225351,2,1,24,7
1159225353,2,1,24,9
1159225355,2,1,24,11
1159225357,2,1,24,13
1159225359,2,1,24,15
1159225361,2,1,24,17
1159225363,2,1,24,19
1159225365,2,1,24,21
1159225367,2,1,24,23
1159225369,2,1,24,25
1159225371,2,1,24,27
1159225373,2,1,24,29
1159225375,2,1,24,31
1159225377,2,1,24,33
1159225379,2,1,24,35
1159225381,2,1,24,37
1159225383,2,1,24,39
1159225385,2,1,24,41
1159225387,2,1,24,43
1159225389,2,1,24,45
1159225391,2,1,24,47
1159225393,2,1,24,49
1159225395,2,1,24,51
1159225397,2,1,24,53
1159225399,2,1,24,55
1159225401,2,1,24,57
1159225403,2,1,24,59
1159225405,2,1,24,61
1159225407,2,1,24,63
1159225409,2,1,24,65
1159225411,2,1,24,67
1159225413,2,1,24,69
1159225415,2,1,24,71
1159226369,2,1,25,1
1159226371,2,1,25,3
1159226373,2,1,25,5
1159226375,2,1,25,7
1159226377,2,1,25,9
1159226379,2,1,25,11
1159226381,2,1,25,13
1159226383,2,1,25,15
1159226385,2,1,25,17
1159226387,2,1,25,19
1159226389,2,1,25,21
1159226391,2,1,25,23
1159226393,2,1,25,25
1159226395,2,1,25,27
1159226397,2,1,25,29
1159226399,2,1,25,31
1159226401,2,1,25,33
1159226403,2,1,25,35
1159226405,2,1,25,37
1159226407,2,1,25,39
1159226409,2,1,25,41
1159226411,2,1,25,43
1159226413,2,1,25,45
1159226415,2,1,25,47
1159226417,2,1,25,49
